City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
125,Castro,-24.7911,-50.0119,72.28,69,55,6.93,BR,2022-02-11 20:30:59,broken clouds
126,Jamestown,42.097,-79.2353,54.72,42,100,27.63,US,2022-02-11 20:30:24,overcast clouds
127,Norman Wells,65.282,-126.8329,-12.96,70,20,5.75,CA,2022-02-11 20:30:59,few clouds
128,Qaanaaq,77.484,-69.3632,-23.53,60,0,7.34,GL,2022-02-11 20:30:59,clear sky
129,Inhambane,-23.865,35.3833,75.42,76,22,10.25,MZ,2022-02-11 20:31:04,few clouds
130,Egvekinot,66.3167,-179.1667,-21.05,86,2,8.37,RU,2022-02-11 20:31:04,clear sky
131,Westport,41.1415,-73.3579,56.91,46,0,12.66,US,2022-02-11 20:31:05,clear sky
132,Ponta Delgada,37.7333,-25.6667,62.51,67,75,3.44,PT,2022-02-11 20:31:05,broken clouds
133,Mahebourg,-20.4081,57.7,77.29,88,20,3.44,MU,2022-02-11 20:32:05,few clouds
134,Xai-Xai,-25.0519,33.6442,74.28,81,2,8.81,MZ,2022-02-11 20:32:06,clear sky
135,Barrow,71.2906,-156.7887,-27.38,68,100,6.91,US,2022-02-11 20:28:11,haze
136,Chokurdakh,70.6333,147.9167,-4.85,97,100,12.53,RU,2022-02-11 20:32:06,overcast clouds
137,Rincon,32.296,-81.2354,69.71,28,75,6.91,US,2022-02-11 20:32:07,broken clouds
138,Kaitangata,-46.2817,169.8464,60.93,86,91,7.05,NZ,2022-02-11 20:32:07,overcast clouds
139,Kachug,53.9606,105.8817,-31.38,100,95,0.89,RU,2022-02-11 20:32:07,overcast clouds
140,Bengkulu,-3.8004,102.2655,73.92,88,100,4.03,ID,2022-02-11 20:32:07,overcast clouds
141,Lundazi,-12.2929,33.1782,62.31,96,100,3.96,ZM,2022-02-11 20:32:08,overcast clouds
142,Kawalu,-7.3817,108.2082,72.68,91,100,2.39,ID,2022-02-11 20:32:09,overcast clouds
143,Dharchula,29.85,80.5333,41.47,29,0,10.47,IN,2022-02-11 20:32:09,clear sky
144,Maniwaki,46.3834,-75.966,32.54,86,100,10.36,CA,2022-02-11 20:32:10,light snow
145,San Ignacio,17.1561,-89.0714,82.54,65,75,0.0,BZ,2022-02-11 20:32:10,broken clouds
146,Port Elizabeth,-33.918,25.5701,66.49,88,0,3.44,ZA,2022-02-11 20:23:33,clear sky
147,Aleksandrov,56.4,38.71,22.23,96,33,7.05,RU,2022-02-11 20:32:11,scattered clouds
148,Tuatapere,-46.1333,167.6833,57.81,67,35,7.05,NZ,2022-02-11 20:32:11,scattered clouds
149,Aksu,41.1231,80.2644,26.64,45,54,5.37,CN,2022-02-11 20:32:11,broken clouds
150,Iwanai,42.9744,140.5089,19.13,91,100,4.9,JP,2022-02-11 20:32:12,overcast clouds
151,Saint-Pierre,-21.3393,55.4781,76.68,73,0,6.91,RE,2022-02-11 20:32:12,clear sky
152,Twin Falls,42.3505,-114.6445,41.34,61,0,20.71,US,2022-02-11 20:32:12,clear sky
153,Sitka,57.0531,-135.33,44.49,70,100,13.8,US,2022-02-11 20:32:13,overcast clouds
154,Ulaangom,49.9811,92.0667,-27.6,91,90,3.33,MN,2022-02-11 20:30:42,overcast clouds
155,Chuy,-33.6971,-53.4616,79.32,67,94,15.93,UY,2022-02-11 20:23:45,overcast clouds
156,Lavrentiya,65.5833,-171.0,-25.33,94,25,7.2,RU,2022-02-11 20:32:13,scattered clouds
157,Atuona,-9.8,-139.0333,77.77,75,7,13.82,PF,2022-02-11 20:23:39,clear sky
158,Neepawa,50.2289,-99.4664,-5.4,75,8,8.97,CA,2022-02-11 20:32:14,clear sky
159,Ubajara,-3.8544,-40.9211,72.37,70,100,5.35,BR,2022-02-11 20:32:14,overcast clouds
160,Cabo San Lucas,22.8909,-109.9124,78.51,59,0,12.66,MX,2022-02-11 20:28:49,clear sky
161,Nalgonda,17.05,79.2667,67.42,59,43,6.11,IN,2022-02-11 20:32:15,scattered clouds
162,Maragogi,-9.0122,-35.2225,81.86,74,91,12.06,BR,2022-02-11 20:32:15,overcast clouds
163,Lagoa,39.05,-27.9833,59.65,79,98,13.73,PT,2022-02-11 20:32:16,overcast clouds
164,Pevek,69.7008,170.3133,-29.42,100,98,6.69,RU,2022-02-11 20:32:16,overcast clouds
165,Port Alfred,-33.5906,26.891,70.59,85,8,6.13,ZA,2022-02-11 20:23:35,clear sky
166,Sioux Lookout,50.1001,-91.917,-3.62,54,40,14.97,CA,2022-02-11 20:32:16,scattered clouds
167,Jalu,29.0331,21.5482,54.23,51,0,6.87,LY,2022-02-11 20:32:17,clear sky
168,Sur,22.5667,59.5289,67.82,59,0,8.43,OM,2022-02-11 20:32:17,clear sky
169,Plymouth,41.8334,-70.8328,55.78,50,0,12.66,US,2022-02-11 20:32:18,clear sky
170,Seinajoki,62.7945,22.8282,22.33,75,0,5.75,FI,2022-02-11 20:32:18,clear sky
171,Nara,34.6851,135.8049,39.97,62,71,0.76,JP,2022-02-11 20:32:18,broken clouds
172,Camacha,33.0833,-16.3333,61.56,82,40,14.97,PT,2022-02-11 20:23:39,scattered clouds
173,San Patricio,28.017,-97.5169,79.21,44,0,8.21,US,2022-02-11 20:23:44,clear sky
174,Suruc,36.9761,38.425,41.2,63,0,6.22,TR,2022-02-11 20:32:19,clear sky
175,Alvaraes,-3.2208,-64.8042,84.07,92,100,2.91,BR,2022-02-11 20:33:19,light rain
176,Wamba,8.9333,8.6,76.05,12,33,4.61,NG,2022-02-11 20:33:20,scattered clouds
177,Airai,-8.9266,125.4092,60.31,94,100,1.59,TL,2022-02-11 20:33:20,heavy intensity rain
178,Haverfordwest,51.8017,-4.9691,46.06,69,99,7.0,GB,2022-02-11 20:33:20,overcast clouds
179,Linkou,45.3,130.2833,-2.4,96,63,4.63,CN,2022-02-11 20:33:21,broken clouds
180,Alice Springs,-23.7,133.8833,62.15,82,0,0.0,AU,2022-02-11 20:33:09,clear sky
181,Laramie,41.3114,-105.5911,27.16,81,100,13.8,US,2022-02-11 20:33:21,overcast clouds
182,Provideniya,64.3833,-173.3,-15.11,91,8,9.4,RU,2022-02-11 20:33:22,clear sky
183,Rapar,23.5667,70.6333,66.54,30,0,6.71,IN,2022-02-11 20:33:22,clear sky
184,Ambilobe,-13.2,49.05,73.47,96,100,2.89,MG,2022-02-11 20:33:22,light rain
185,Leningradskiy,69.3833,178.4167,-19.98,97,98,4.7,RU,2022-02-11 20:33:23,overcast clouds
186,Celendin,-6.8703,-78.1517,57.72,67,99,7.81,PE,2022-02-11 20:32:21,light rain
187,Samarai,-10.6167,150.6667,80.56,63,39,12.59,PG,2022-02-11 20:33:23,scattered clouds
188,Linxia,35.6003,103.2064,20.75,96,100,2.86,CN,2022-02-11 20:33:24,light snow
189,Cabedelo,-6.9811,-34.8339,84.87,75,92,14.27,BR,2022-02-11 20:33:24,overcast clouds
190,Providencia,28.7167,-111.5833,84.25,22,0,6.87,MX,2022-02-11 20:33:24,clear sky
191,Hamilton,39.1834,-84.5333,58.05,48,100,10.36,US,2022-02-11 20:32:13,overcast clouds
192,Atocha,-20.9333,-66.2333,62.78,16,15,15.21,BO,2022-02-11 20:33:25,few clouds
193,Okha,53.5739,142.9478,18.55,94,100,6.06,RU,2022-02-11 20:32:08,overcast clouds
194,Dudinka,69.4058,86.1778,-9.04,86,100,15.7,RU,2022-02-11 20:33:25,overcast clouds
195,Abu Samrah,35.3029,37.1841,47.1,68,0,5.46,SY,2022-02-11 20:33:25,clear sky
196,Plettenberg Bay,-34.0527,23.3716,65.21,81,0,2.8,ZA,2022-02-11 20:33:26,clear sky
197,Ahipara,-35.1667,173.1667,75.47,92,94,15.12,NZ,2022-02-11 20:23:43,overcast clouds
198,Binga,-17.6203,27.3414,71.51,88,100,2.51,ZW,2022-02-11 20:33:26,light rain
199,Port Lincoln,-34.7333,135.8667,64.99,74,0,13.51,AU,2022-02-11 20:33:27,clear sky
200,Port Hedland,-20.3167,118.5667,82.45,94,60,4.61,AU,2022-02-11 20:33:27,broken clouds
201,Tura,25.5198,90.2201,53.83,68,0,2.24,IN,2022-02-11 20:33:27,clear sky
202,Livingston,55.9029,-3.5226,42.13,78,0,17.27,GB,2022-02-11 20:33:28,clear sky
203,Chapais,49.7834,-74.8492,10.18,95,100,9.1,CA,2022-02-11 20:33:28,light snow
204,Coquimbo,-29.9533,-71.3436,73.13,60,0,14.97,CL,2022-02-11 20:33:28,clear sky
205,Nanortalik,60.1432,-45.2371,29.55,82,100,8.25,GL,2022-02-11 20:33:29,overcast clouds
206,Nome,64.5011,-165.4064,-5.73,59,0,9.22,US,2022-02-11 20:33:29,clear sky
207,Kiunga,-6.1219,141.2906,71.29,98,100,1.28,PG,2022-02-11 20:33:29,overcast clouds
208,Porto Nacional,-10.7081,-48.4172,87.8,82,28,2.68,BR,2022-02-11 20:33:30,scattered clouds
209,Olga,43.7444,135.2892,24.89,96,100,3.11,RU,2022-02-11 20:32:08,snow
210,Hounde,11.5,-3.5167,81.43,9,8,6.85,BF,2022-02-11 20:33:30,clear sky
211,Pokaran,26.9167,71.9167,62.22,24,0,4.7,IN,2022-02-11 20:33:30,clear sky
212,Ribeira Grande,38.5167,-28.7,59.4,72,20,4.61,PT,2022-02-11 20:33:31,few clouds
213,Arbuzynka,47.9097,31.3196,41.94,85,100,3.0,UA,2022-02-11 20:33:31,overcast clouds
214,Broome,42.2506,-75.833,49.8,45,0,12.66,US,2022-02-11 20:33:31,clear sky
215,Honiara,-9.4333,159.95,76.03,97,100,3.09,SB,2022-02-11 20:33:32,heavy intensity rain
216,Avera,33.194,-82.5271,70.72,38,53,11.21,US,2022-02-11 20:33:32,broken clouds
217,Kuito,-12.3833,16.9333,60.8,81,81,4.65,AO,2022-02-11 20:33:32,broken clouds
218,Nhulunbuy,-12.2333,136.7667,79.41,89,84,5.75,AU,2022-02-11 20:33:33,broken clouds
219,Arraial Do Cabo,-22.9661,-42.0278,75.16,88,75,6.91,BR,2022-02-11 20:33:33,light intensity drizzle
220,Songea,-10.6833,35.65,63.48,98,95,2.13,TZ,2022-02-11 20:33:33,light rain
221,Korla,41.7597,86.1469,26.47,49,0,2.64,CN,2022-02-11 20:34:33,clear sky
222,Geraldton,-28.7667,114.6,72.01,88,40,4.61,AU,2022-02-11 20:33:43,scattered clouds
223,Newton,42.337,-71.2092,55.67,39,0,16.11,US,2022-02-11 20:30:18,clear sky
224,Husavik,66.0449,-17.3389,22.91,93,92,6.22,IS,2022-02-11 20:34:34,overcast clouds
225,Sayyan,15.1718,44.3244,55.45,41,3,1.12,YE,2022-02-11 20:34:34,clear sky
226,Hailey,43.5196,-114.3153,35.46,67,0,10.0,US,2022-02-11 20:34:35,clear sky
227,Jinchang,38.4953,102.1739,22.98,80,100,6.98,CN,2022-02-11 20:34:35,overcast clouds
228,Aquiraz,-3.9014,-38.3911,82.49,78,2,11.05,BR,2022-02-11 20:34:35,clear sky
229,San Policarpo,12.1791,125.5072,76.64,95,100,13.62,PH,2022-02-11 20:34:36,overcast clouds
230,Ukiah,39.1502,-123.2078,81.03,36,0,0.0,US,2022-02-11 20:34:36,clear sky
231,Saskylakh,71.9167,114.0833,3.18,92,96,12.66,RU,2022-02-11 20:34:36,overcast clouds
232,Lisakovsk,52.5369,62.4936,23.86,96,100,11.1,KZ,2022-02-11 20:34:37,light snow
233,Homnabad,17.7667,77.1333,65.93,39,12,11.61,IN,2022-02-11 20:34:37,few clouds
234,Zhuhai,22.2769,113.5678,66.69,94,20,2.3,CN,2022-02-11 20:34:37,few clouds
235,Guerrero Negro,27.9769,-114.0611,76.03,22,0,10.6,MX,2022-02-11 20:34:38,clear sky
236,Guadalupe Y Calvo,26.1,-106.9667,57.78,20,0,8.25,MX,2022-02-11 20:34:38,clear sky
237,Kavieng,-2.5744,150.7967,80.29,81,100,5.44,PG,2022-02-11 20:34:38,moderate rain
238,Potiskum,11.7091,11.0694,67.21,19,8,11.72,NG,2022-02-11 20:34:38,clear sky
239,Labuhan,-6.8844,112.2051,74.77,90,100,2.75,ID,2022-02-11 20:34:39,overcast clouds
240,Saint George,37.1041,-113.5841,70.63,25,0,5.75,US,2022-02-11 20:31:01,clear sky
241,Tiksi,71.6872,128.8694,-10.57,92,99,16.33,RU,2022-02-11 20:34:39,overcast clouds
242,Mackay,-21.15,149.2,70.68,94,40,4.61,AU,2022-02-11 20:34:40,scattered clouds
243,Richards Bay,-28.783,32.0377,73.35,88,5,4.99,ZA,2022-02-11 20:34:40,clear sky
244,Port Moresby,-9.4431,147.1797,71.02,94,20,5.75,PG,2022-02-11 20:34:40,few clouds
245,Annau,37.8876,58.516,44.1,81,100,6.91,TM,2022-02-11 20:34:41,overcast clouds
246,Zlobin,45.2924,14.6541,43.9,69,75,12.66,HR,2022-02-11 20:34:41,broken clouds
247,Moreira Sales,-24.0622,-53.0069,85.01,51,0,1.77,BR,2022-02-11 20:34:41,clear sky
248,Quebrada De Arena,15.7667,-85.9167,78.55,83,40,0.0,HN,2022-02-11 20:34:41,scattered clouds
249,Presidente Epitacio,-21.7633,-52.1156,82.2,63,93,7.18,BR,2022-02-11 20:34:42,overcast clouds
250,Malinyi,-8.9333,36.1333,71.69,97,100,2.24,TZ,2022-02-11 20:34:42,light rain
251,Malvern,34.3623,-92.813,71.76,36,48,10.76,US,2022-02-11 20:34:43,scattered clouds
252,Sandpoint,48.2766,-116.5533,46.62,66,0,0.0,US,2022-02-11 20:34:43,clear sky
253,Batsfjord,70.6345,29.7185,30.13,80,40,29.93,NO,2022-02-11 20:34:43,light snow
254,Seshcha,53.7361,33.3387,20.55,94,87,6.2,RU,2022-02-11 20:34:44,overcast clouds
255,Mumford,5.2618,-0.759,80.1,86,46,9.24,GH,2022-02-11 20:34:44,scattered clouds
256,Kosino,58.4127,51.2782,14.59,98,100,3.56,RU,2022-02-11 20:34:44,light snow
257,Cherskiy,68.75,161.3,-36.62,100,90,6.55,RU,2022-02-11 20:34:45,overcast clouds
258,Leh,34.1667,77.5833,-11.29,56,6,4.16,IN,2022-02-11 20:34:45,clear sky
259,Taywarah,33.35,64.4167,17.56,46,0,3.4,AF,2022-02-11 20:34:45,clear sky
260,Placer,39.0666,-120.7677,70.2,31,4,1.01,US,2022-02-11 20:34:46,clear sky
261,San Jose,37.3394,-121.895,80.1,43,20,4.0,US,2022-02-11 20:31:31,few clouds
