City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
262,Padang,-0.9492,100.3543,77.5,79,100,4.34,ID,2022-02-11 20:34:22,moderate rain
263,Olafsvik,64.8945,-23.7142,29.88,72,100,18.95,IS,2022-02-11 20:34:46,overcast clouds
264,Iquique,-20.2208,-70.1431,75.24,64,23,8.19,CL,2022-02-11 20:31:15,few clouds
265,Lucapa,-8.4192,20.7447,66.43,93,100,3.53,AO,2022-02-11 20:34:47,light rain
266,Williams Lake,52.1415,-122.1445,36.97,55,20,6.91,CA,2022-02-11 20:30:12,few clouds
267,Mildura,-34.2,142.15,55.36,67,0,8.05,AU,2022-02-11 20:34:47,clear sky
268,Roald,62.5833,6.1333,38.34,87,75,24.16,NO,2022-02-11 20:34:47,broken clouds
269,Vao,-22.6667,167.4833,80.65,83,100,15.05,NC,2022-02-11 20:34:48,light rain
270,Bajil,15.0584,43.2851,77.38,66,2,6.82,YE,2022-02-11 20:35:48,clear sky
271,Gouyave,12.1646,-61.7296,79.57,74,75,20.71,GD,2022-02-11 20:35:49,broken clouds
272,Torbay,47.6666,-52.7314,38.75,85,75,20.71,CA,2022-02-11 20:35:49,broken clouds
273,Stabat,3.761,98.4513,75.4,93,100,2.3,ID,2022-02-11 20:35:49,overcast clouds
274,Talaya,61.3833,152.75,-41.19,96,90,1.14,RU,2022-02-11 20:35:50,overcast clouds
275,Santa Cruz Del Sur,20.7147,-77.9956,82.47,61,23,9.62,CU,2022-02-11 20:35:04,moderate rain
276,Birjand,32.8663,59.2211,46.87,25,0,11.5,IR,2022-02-11 20:35:50,clear sky
277,Muyezerskiy,63.9333,31.65,14.68,92,43,10.31,RU,2022-02-11 20:35:50,scattered clouds
278,Naryan-Mar,67.6713,53.087,16.83,93,100,17.72,RU,2022-02-11 20:35:51,light snow
279,Dondo,-19.6094,34.7431,80.11,83,7,4.83,MZ,2022-02-11 20:35:51,clear sky
280,Mezen,65.8522,44.24,17.73,97,99,5.86,RU,2022-02-11 20:35:51,overcast clouds
281,The Valley,18.217,-63.0578,82.26,57,40,17.27,AI,2022-02-11 20:35:52,scattered clouds
282,Pasni,25.2631,63.471,70.18,60,0,10.0,PK,2022-02-11 20:35:52,clear sky
283,Trairi,-3.2778,-39.2689,79.45,78,10,10.4,BR,2022-02-11 20:35:52,clear sky
284,Lipari,38.4674,14.954,54.16,64,66,5.06,IT,2022-02-11 20:35:53,broken clouds
285,Charlestown,-32.95,151.6667,73.72,66,99,10.0,AU,2022-02-11 20:35:53,overcast clouds
286,Tongliao,43.6125,122.2653,2.01,87,100,3.85,CN,2022-02-11 20:35:53,overcast clouds
287,Vardo,70.3705,31.1107,28.38,86,97,23.02,NO,2022-02-11 20:35:54,overcast clouds
288,Lapao,-11.3833,-41.8319,76.95,56,88,5.97,BR,2022-02-11 20:35:54,overcast clouds
289,Libano,4.9218,-75.0623,79.48,73,61,4.32,CO,2022-02-11 20:35:54,broken clouds
290,Sankt Florian,48.2057,14.3784,39.6,68,75,16.11,AT,2022-02-11 20:35:55,broken clouds
291,Antofagasta,-23.65,-70.4,70.88,68,3,9.1,CL,2022-02-11 20:32:25,clear sky
292,Huarmey,-10.0681,-78.1522,75.15,72,60,10.89,PE,2022-02-11 20:35:55,broken clouds
293,Wajima,37.4,136.9,39.07,65,100,2.37,JP,2022-02-11 20:35:56,overcast clouds
294,Sobolevo,54.4299,31.8996,25.14,97,100,6.35,RU,2022-02-11 20:35:56,overcast clouds
295,Almenara,-16.1836,-40.6944,80.08,64,74,2.51,BR,2022-02-11 20:35:57,broken clouds
296,Mount Isa,-20.7333,139.5,82.17,34,10,12.66,AU,2022-02-11 20:35:57,clear sky
297,Moerai,-22.4333,-151.3333,79.39,73,91,8.05,PF,2022-02-11 20:35:57,overcast clouds
298,Kuching,1.55,110.3333,75.42,94,40,5.01,MY,2022-02-11 20:35:57,scattered clouds
299,Kothapet,19.3333,79.4833,62.83,35,74,5.17,IN,2022-02-11 20:35:58,broken clouds
300,West Bay,19.3667,-81.4167,85.06,71,20,12.66,KY,2022-02-11 20:35:58,few clouds
301,Timmins,48.4669,-81.3331,22.82,86,100,8.05,CA,2022-02-11 20:35:59,snow
302,Rio Gallegos,-51.6226,-69.2181,66.25,39,75,28.77,AR,2022-02-11 20:35:59,broken clouds
303,Blagoyevo,63.3667,47.9167,19.08,95,100,6.91,RU,2022-02-11 20:35:59,light snow
304,Kuopio,62.8924,27.677,19.35,86,0,10.36,FI,2022-02-11 20:36:00,clear sky
305,Show Low,34.2542,-110.0298,57.31,20,0,13.8,US,2022-02-11 20:36:00,clear sky
306,Henties Bay,-22.116,14.2845,71.85,85,42,5.5,NA,2022-02-11 20:36:00,scattered clouds
307,Conceicao Do Araguaia,-8.2578,-49.2647,80.91,83,55,1.12,BR,2022-02-11 20:36:00,light rain
308,Puerto Del Rosario,28.5004,-13.8627,67.75,56,0,0.0,ES,2022-02-11 20:36:01,clear sky
309,Durban,-29.8579,31.0292,80.02,91,96,1.01,ZA,2022-02-11 20:36:01,overcast clouds
310,Hay River,60.8156,-115.7999,-2.22,65,75,4.61,CA,2022-02-11 20:36:01,broken clouds
311,Ekhabi,53.5102,142.9671,18.77,94,100,5.99,RU,2022-02-11 20:36:02,overcast clouds
312,Dabakala,8.3667,-4.4333,81.55,13,6,1.28,CI,2022-02-11 20:36:02,clear sky
313,Dawlatabad,36.4141,64.9053,48.45,55,100,6.89,AF,2022-02-11 20:36:03,overcast clouds
314,Orlovskiy,46.8714,42.0592,40.96,70,100,16.51,RU,2022-02-11 20:36:03,overcast clouds
315,Severo-Kurilsk,50.6789,156.125,24.37,90,100,5.95,RU,2022-02-11 20:36:03,light snow
316,Rorvik,64.8621,11.2373,32.11,86,40,11.5,NO,2022-02-11 20:36:04,scattered clouds
317,Coahuayana,18.7333,-103.6833,83.68,25,0,8.25,MX,2022-02-11 20:37:04,clear sky
318,Troitskoye,52.9821,84.6757,-15.14,100,51,3.69,RU,2022-02-11 20:37:04,broken clouds
319,Ponta Do Sol,32.6667,-17.1,65.03,72,11,5.01,PT,2022-02-11 20:37:05,few clouds
320,Jiuquan,39.7432,98.5174,23.5,61,90,4.56,CN,2022-02-11 20:37:05,overcast clouds
321,Kita,13.0349,-9.4895,77.43,11,8,5.88,ML,2022-02-11 20:37:05,clear sky
322,Tocopilla,-22.092,-70.1979,71.98,63,12,6.49,CL,2022-02-11 20:37:06,few clouds
323,Shelburne,44.0787,-80.2041,34.23,96,100,15.55,CA,2022-02-11 20:37:06,overcast clouds
324,Camana,-16.6228,-72.7111,73.81,69,35,8.46,PE,2022-02-11 20:37:06,scattered clouds
325,Meulaboh,4.1363,96.1285,74.84,85,100,6.2,ID,2022-02-11 20:37:07,overcast clouds
326,Newport,51.5877,-2.9984,44.26,78,91,12.33,GB,2022-02-11 20:37:07,overcast clouds
327,Bandarbeyla,9.4942,50.8122,74.86,62,78,18.75,SO,2022-02-11 20:37:07,broken clouds
328,Tubuala,9.5167,-79.0333,91.56,71,37,14.03,PA,2022-02-11 20:37:08,scattered clouds
329,Derzhavinsk,51.1,66.3167,24.26,96,100,16.2,KZ,2022-02-11 20:37:08,snow
330,Kiama,-34.6833,150.8667,65.37,93,100,3.0,AU,2022-02-11 20:37:09,light rain
331,Jurado,7.1053,-77.7641,81.16,84,99,4.79,CO,2022-02-11 20:37:09,light rain
332,Gannan,47.9147,123.5031,-3.28,92,80,5.55,CN,2022-02-11 20:37:09,broken clouds
333,Tadine,-21.55,167.8833,81.52,81,100,14.29,NC,2022-02-11 20:37:10,overcast clouds
334,Otjimbingwe,-22.35,16.1333,71.74,82,100,3.33,NA,2022-02-11 20:37:10,light rain
335,Saint-Joseph,-21.3667,55.6167,75.58,72,23,5.66,RE,2022-02-11 20:35:10,few clouds
336,Deputatskiy,69.3,139.9,-17.45,96,97,5.64,RU,2022-02-11 20:32:31,overcast clouds
337,San Angelo,31.4638,-100.437,77.95,13,0,11.01,US,2022-02-11 20:37:11,clear sky
338,Pundaguitan,6.3711,126.1689,80.38,79,100,11.01,PH,2022-02-11 20:37:11,overcast clouds
339,Dunedin,-45.8742,170.5036,60.8,85,100,1.99,NZ,2022-02-11 20:33:49,overcast clouds
340,Chimbote,-9.0853,-78.5783,75.6,69,79,10.31,PE,2022-02-11 20:37:11,broken clouds
341,Le Port,-20.9373,55.2919,77.0,78,36,2.42,RE,2022-02-11 20:37:12,scattered clouds
342,Esso,55.9333,158.7,-8.63,94,31,4.14,RU,2022-02-11 20:37:12,scattered clouds
343,Berlevag,70.8578,29.0864,30.15,93,75,23.02,NO,2022-02-11 20:37:12,broken clouds
344,Varberg,57.1056,12.2508,38.05,80,2,13.82,SE,2022-02-11 20:34:25,clear sky
345,Pangody,65.85,74.4859,-4.23,80,24,15.3,RU,2022-02-11 20:37:13,few clouds
346,Funadhoo,6.15,73.2667,81.66,73,99,4.79,MV,2022-02-11 20:37:13,overcast clouds
347,Muravlenko,63.7898,74.523,-8.41,87,27,12.12,RU,2022-02-11 20:37:14,scattered clouds
348,Silvan,38.1419,41.0081,34.09,76,2,2.17,TR,2022-02-11 20:37:14,clear sky
349,Cartagena,10.3997,-75.5144,89.22,55,20,16.11,CO,2022-02-11 20:37:14,few clouds
350,Santa,17.486,120.4348,72.79,77,77,5.08,PH,2022-02-11 20:37:15,broken clouds
351,Kodiak,57.79,-152.4072,38.71,93,100,0.0,US,2022-02-11 20:37:15,light rain
352,Reconquista,-29.15,-59.65,93.45,20,76,20.96,AR,2022-02-11 20:37:15,broken clouds
353,Najran,17.4924,44.1277,66.85,19,0,3.56,SA,2022-02-11 20:37:16,clear sky
354,Marsh Harbour,26.5412,-77.0636,74.5,74,87,13.78,BS,2022-02-11 20:35:30,overcast clouds
355,Cockburn Town,21.4612,-71.1419,77.88,79,0,18.43,TC,2022-02-11 20:37:16,clear sky
356,Yuanping,38.7153,112.7575,27.61,55,68,1.77,CN,2022-02-11 20:37:17,broken clouds
357,Panguna,-6.3164,155.4848,69.58,96,100,2.44,PG,2022-02-11 20:37:17,light rain
358,Rudbar,30.15,62.6,57.67,20,0,4.09,AF,2022-02-11 20:37:17,clear sky
359,Ecoporanga,-18.3733,-40.8306,76.19,84,30,5.44,BR,2022-02-11 20:37:18,scattered clouds
360,Sabang,5.8933,95.3214,81.66,70,100,9.19,ID,2022-02-11 20:37:18,overcast clouds
361,Maraa,-1.8333,-65.3667,79.45,93,100,2.48,BR,2022-02-11 20:37:19,overcast clouds
362,Les Cayes,18.2,-73.75,81.37,61,27,11.43,HT,2022-02-11 20:37:19,scattered clouds
363,Gravdal,68.1214,13.5031,24.69,100,40,3.44,NO,2022-02-11 20:37:19,scattered clouds
364,Covington,39.0837,-84.5086,58.51,48,100,10.36,US,2022-02-11 20:36:49,overcast clouds
365,Kapit,2.0167,112.9333,72.81,100,100,0.34,MY,2022-02-11 20:38:20,overcast clouds
366,Bardiyah,31.7561,25.0865,55.31,65,0,5.77,LY,2022-02-11 20:38:20,clear sky
367,Abu Dhabi,24.4667,54.3667,69.82,75,0,5.75,AE,2022-02-11 20:38:04,clear sky
368,Finschhafen,-6.6024,147.8681,78.75,83,100,4.52,PG,2022-02-11 20:38:20,heavy intensity rain
369,Rocha,-34.4833,-54.3333,75.43,77,98,11.39,UY,2022-02-11 20:38:21,overcast clouds
370,Kabalo,-6.05,26.9167,69.58,97,99,3.96,CD,2022-02-11 20:38:21,overcast clouds
371,Cumana,10.4635,-64.1775,86.09,67,19,17.58,VE,2022-02-11 20:38:21,few clouds
372,Rozivka,46.9385,35.7724,38.53,92,28,8.97,UA,2022-02-11 20:38:22,scattered clouds
373,Seoul,37.5683,126.9778,31.44,87,75,2.3,KR,2022-02-11 20:38:22,mist
374,Sijunjung,-0.6876,100.9537,71.26,97,100,1.54,ID,2022-02-11 20:38:22,overcast clouds
375,Puerto Escondido,15.85,-97.0667,86.83,66,40,9.22,MX,2022-02-11 20:38:23,scattered clouds
376,Ixtapa,20.7,-105.2,74.43,57,40,11.5,MX,2022-02-11 20:38:23,scattered clouds
377,Katsuura,35.1333,140.3,39.31,70,19,12.82,JP,2022-02-11 20:38:23,few clouds
378,Canete,-37.8,-73.4,70.3,44,0,12.1,CL,2022-02-11 20:38:24,clear sky
379,Vetovo,43.7,26.2667,45.81,63,0,6.73,BG,2022-02-11 20:38:24,clear sky
380,Kaeo,-35.1,173.7833,76.32,98,100,13.18,NZ,2022-02-11 20:34:58,overcast clouds
381,Trapani,37.8333,12.6667,49.89,87,20,5.75,IT,2022-02-11 20:38:24,few clouds
382,Shumskiy,54.8318,99.1328,-18.74,99,55,2.91,RU,2022-02-11 20:38:25,broken clouds
383,Saldanha,-33.0117,17.9442,66.25,90,0,18.41,ZA,2022-02-11 20:38:25,clear sky
384,Damaturu,11.747,11.9608,66.13,21,10,10.31,NG,2022-02-11 20:38:26,clear sky
385,Bouillante,16.1304,-61.7692,79.83,69,26,13.94,GP,2022-02-11 20:38:26,scattered clouds
386,Papayal,-4.0761,-80.7361,82.9,52,76,11.61,PE,2022-02-11 20:38:26,broken clouds
387,Manakara,-22.1333,48.0167,75.47,85,32,2.33,MG,2022-02-11 20:38:27,scattered clouds
388,Ust-Maya,60.4167,134.5333,-36.33,100,89,0.49,RU,2022-02-11 20:38:27,overcast clouds
389,La Ronge,55.1001,-105.2842,-12.75,48,75,4.61,CA,2022-02-11 20:38:27,broken clouds
390,Mamallapuram,12.6264,80.1722,79.05,69,32,10.04,IN,2022-02-11 20:38:28,scattered clouds
391,Lahij,13.1667,44.5833,68.32,72,49,5.19,YE,2022-02-11 20:38:28,scattered clouds
392,Alagir,43.0422,44.2222,27.14,70,6,6.24,RU,2022-02-11 20:38:28,clear sky
393,Elko,41.0002,-115.5012,53.62,37,51,2.21,US,2022-02-11 20:38:29,broken clouds
394,Vestmanna,62.1564,-7.1664,36.52,93,100,12.66,FO,2022-02-11 20:38:29,overcast clouds
395,Sungaipenuh,-2.0833,101.3833,64.29,92,100,2.01,ID,2022-02-11 20:38:29,heavy intensity rain
396,Chiriqui Grande,8.95,-82.1167,86.07,71,35,5.37,PA,2022-02-11 20:38:30,scattered clouds
397,Narsaq,60.9167,-46.05,23.22,78,100,6.04,GL,2022-02-11 20:35:01,overcast clouds
398,Peshkovo,47.0187,39.3885,41.88,85,19,18.14,RU,2022-02-11 20:38:30,few clouds
399,Tiznit,29.5833,-9.5,55.51,65,2,2.73,MA,2022-02-11 20:38:30,clear sky
400,Paris,48.8534,2.3488,39.15,83,0,3.44,FR,2022-02-11 20:38:15,clear sky
401,Kedougou,12.5579,-12.1743,81.75,10,19,4.41,SN,2022-02-11 20:38:31,few clouds
402,Sambava,-14.2667,50.1667,78.01,83,63,8.37,MG,2022-02-11 20:38:31,light rain
403,Maneadero,31.7167,-116.5667,69.1,59,0,5.01,MX,2022-02-11 20:38:31,clear sky
404,Fairlie,55.756,-4.8556,44.42,85,100,11.01,GB,2022-02-11 20:38:32,heavy intensity rain
405,Praia Da Vitoria,38.7333,-27.0667,61.05,77,75,5.19,PT,2022-02-11 20:38:32,broken clouds
406,Omboue,-1.5746,9.2618,77.41,89,100,6.46,GA,2022-02-11 20:38:32,light rain
407,Hualmay,-11.0964,-77.6139,74.55,71,28,11.23,PE,2022-02-11 20:38:33,scattered clouds
408,Bozhou,33.8772,115.7703,36.57,85,12,2.73,CN,2022-02-11 20:38:33,few clouds
409,Pathein,16.7833,94.7333,71.89,69,6,11.14,MM,2022-02-11 20:38:33,clear sky
410,Sao Filipe,14.8961,-24.4956,78.57,53,33,15.55,CV,2022-02-11 20:38:34,scattered clouds
411,Grand Gaube,-20.0064,57.6608,77.4,80,81,3.0,MU,2022-02-11 20:38:34,broken clouds
412,Tazovskiy,67.4667,78.7,-3.37,79,98,15.21,RU,2022-02-11 20:38:34,overcast clouds
413,Namibe,-15.1961,12.1522,75.94,83,86,1.83,AO,2022-02-11 20:39:35,overcast clouds
414,Idrinskoye,54.3708,92.1358,-21.87,100,34,1.43,RU,2022-02-11 20:39:35,scattered clouds
415,Monrovia,6.3005,-10.7969,80.37,85,45,8.97,LR,2022-02-11 20:39:35,scattered clouds
416,Khorramshahr,30.4397,48.1664,62.56,82,75,6.91,IR,2022-02-11 20:39:36,broken clouds
417,Luwingu,-10.2621,29.9271,62.11,96,99,2.39,ZM,2022-02-11 20:39:36,overcast clouds
418,Mukhen,48.1,136.1,8.73,98,100,1.95,RU,2022-02-11 20:39:36,overcast clouds
419,Genhe,50.7833,121.5167,-17.95,100,97,1.19,CN,2022-02-11 20:39:37,overcast clouds
420,Concarneau,47.875,-3.9225,39.99,73,100,6.33,FR,2022-02-11 20:39:37,overcast clouds
421,Vorontsovka,50.6132,40.3549,33.66,94,100,12.95,RU,2022-02-11 20:39:38,overcast clouds
422,Eureka,40.8021,-124.1637,74.12,60,0,1.01,US,2022-02-11 20:39:05,clear sky
423,Isiro,2.7739,27.616,76.64,36,100,0.4,CD,2022-02-11 20:39:38,overcast clouds
424,Kerema,-7.9631,145.7785,75.92,79,100,3.42,PG,2022-02-11 20:39:38,overcast clouds
425,Olinda,-8.0089,-34.8553,83.93,70,40,9.22,BR,2022-02-11 20:39:39,scattered clouds
426,Katherine,-14.4667,132.2667,80.92,83,75,4.61,AU,2022-02-11 20:35:18,moderate rain
427,Sorong,-0.8833,131.25,77.9,81,95,4.92,ID,2022-02-11 20:39:39,overcast clouds
428,Takaungu,-3.6837,39.8566,77.81,82,29,11.3,KE,2022-02-11 20:39:39,scattered clouds
429,Nantucket,41.2835,-70.0995,50.97,71,20,10.36,US,2022-02-11 20:38:39,few clouds
430,Bukama,-9.2,25.85,67.89,96,98,2.73,CD,2022-02-11 20:39:40,overcast clouds
431,Pangai,-19.8,-174.35,84.31,70,20,12.66,TO,2022-02-11 20:39:40,few clouds
432,Necochea,-38.5473,-58.7368,63.03,63,100,16.42,AR,2022-02-11 20:39:41,light rain
433,Owando,-0.4819,15.8999,82.26,51,94,2.93,CG,2022-02-11 20:39:41,overcast clouds
434,Caravelas,-17.7125,-39.2481,78.75,77,29,6.55,BR,2022-02-11 20:39:41,scattered clouds
435,Claveria,18.6074,121.0832,72.25,89,38,11.41,PH,2022-02-11 20:39:42,scattered clouds
436,Lazurne,46.084,32.5295,39.02,88,0,4.94,UA,2022-02-11 20:39:42,clear sky
437,Chopovychi,50.8332,28.9533,33.17,99,100,5.57,UA,2022-02-11 20:39:42,light snow
438,Ratanpur,22.3,82.1667,54.84,38,6,4.88,IN,2022-02-11 20:39:43,clear sky
439,Matagami,49.7502,-77.6328,14.11,85,100,5.75,CA,2022-02-11 20:39:43,light snow
440,Urucui,-7.2294,-44.5561,80.24,80,87,1.57,BR,2022-02-11 20:39:44,overcast clouds
441,Acapulco,16.8634,-99.8901,84.02,61,75,8.05,MX,2022-02-11 20:37:50,broken clouds
442,Wuning,29.2589,120.2311,43.45,98,100,2.13,CN,2022-02-11 20:39:44,overcast clouds
443,Santa Fe,-31.6333,-60.7,79.29,49,100,27.54,AR,2022-02-11 20:36:23,overcast clouds
444,Changuinola,9.4333,-82.5167,80.53,76,97,4.38,PA,2022-02-11 20:39:45,overcast clouds
445,Honningsvag,70.9821,25.9704,29.95,86,75,10.36,NO,2022-02-11 20:39:45,light snow
446,Ampanihy,-24.7,44.75,74.21,88,50,12.3,MG,2022-02-11 20:39:45,scattered clouds
447,Ryotsu,38.0833,138.4333,37.67,71,59,1.72,JP,2022-02-11 20:39:46,broken clouds
448,Galveston,29.3669,-94.9669,76.21,59,0,11.5,US,2022-02-11 20:36:19,clear sky
449,Port Augusta,-32.5,137.7667,62.74,49,0,5.95,AU,2022-02-11 20:39:46,clear sky
450,Fully,46.1385,7.1147,39.51,69,0,3.44,CH,2022-02-11 20:39:46,clear sky
451,Oussouye,12.485,-16.5469,80.78,26,4,1.1,SN,2022-02-11 20:39:47,clear sky
452,Naze,28.3667,129.4833,57.49,66,100,7.76,JP,2022-02-11 20:39:47,overcast clouds
453,Bundibugyo,0.7414,30.0417,72.1,54,100,3.11,UG,2022-02-11 20:39:47,overcast clouds
454,Bereda,43.2686,-7.5406,49.01,100,100,2.39,ES,2022-02-11 20:39:48,overcast clouds
455,Chiang Klang,19.2938,100.8617,71.01,63,24,0.69,TH,2022-02-11 20:39:48,few clouds
456,Wuchang,44.9143,127.15,-5.58,100,84,4.45,CN,2022-02-11 20:39:48,broken clouds
457,Narrabri,-30.3167,149.7833,65.52,77,1,5.75,AU,2022-02-11 20:39:49,clear sky
458,Porosozero,62.7191,32.727,21.79,90,100,9.98,RU,2022-02-11 20:39:49,overcast clouds
459,Sinait,17.8664,120.4583,73.92,79,96,4.47,PH,2022-02-11 20:40:50,overcast clouds
460,Sartell,45.6216,-94.2069,15.75,63,75,21.85,US,2022-02-11 20:40:50,broken clouds
461,Talisay,10.2447,123.8494,77.02,94,75,6.91,PH,2022-02-11 20:40:50,broken clouds
462,Kenora,49.8167,-94.4337,-0.42,59,20,16.11,CA,2022-02-11 20:40:50,few clouds
463,Aklavik,68.2191,-135.0107,-19.37,69,20,2.3,CA,2022-02-11 20:40:51,few clouds
464,Dakar,14.6937,-17.4441,90.48,60,0,4.61,SN,2022-02-11 20:36:07,clear sky
465,Nalut,30.3333,10.85,51.67,42,32,8.16,LY,2022-02-11 20:40:51,scattered clouds
466,Abejorral,5.7893,-75.4273,76.05,50,27,0.29,CO,2022-02-11 20:40:52,scattered clouds
467,Igurubi,-4.0,33.7,65.14,93,100,6.46,TZ,2022-02-11 20:40:52,moderate rain
468,Ostersund,63.1792,14.6357,25.25,74,75,13.8,SE,2022-02-11 20:36:27,broken clouds
469,Ambon,-3.6954,128.1814,79.81,80,99,5.5,ID,2022-02-11 20:40:52,overcast clouds
470,Bilibino,68.0546,166.4372,-36.85,97,36,1.83,RU,2022-02-11 20:40:53,scattered clouds
471,Tela,15.7833,-87.45,82.62,83,75,4.61,HN,2022-02-11 20:40:53,broken clouds
472,Killybegs,54.6333,-8.45,44.46,91,100,32.03,IE,2022-02-11 20:40:53,overcast clouds
473,Marawi,7.9986,124.2928,65.64,93,11,1.16,PH,2022-02-11 20:40:54,few clouds
474,Kaoma,-14.7833,24.8,65.39,94,100,2.8,ZM,2022-02-11 20:40:54,overcast clouds
475,Viedma,-40.8135,-62.9967,70.72,18,15,8.19,AR,2022-02-11 20:36:23,few clouds
476,Gemena,3.25,19.7667,78.26,22,64,1.23,CD,2022-02-11 20:40:55,broken clouds
477,Ringkobing,56.0901,8.244,34.92,69,12,12.97,DK,2022-02-11 20:40:55,few clouds
478,Topolobampo,25.6,-109.05,79.05,36,0,11.77,MX,2022-02-11 20:40:55,clear sky
479,Narsipatnam,17.6667,82.6167,74.61,88,70,3.24,IN,2022-02-11 20:40:56,broken clouds
480,Tongren,27.7172,109.1853,40.91,91,100,3.76,CN,2022-02-11 20:40:56,overcast clouds
481,Port-Cartier,50.0334,-66.8654,19.51,86,77,4.52,CA,2022-02-11 20:40:56,broken clouds
482,Cao Bang,22.6667,106.25,56.73,97,100,2.39,VN,2022-02-11 20:40:57,overcast clouds
483,Taft,31.7471,54.2088,49.95,26,20,6.91,IR,2022-02-11 20:40:57,few clouds
484,Karaidel,55.8337,56.9069,16.59,96,99,5.01,RU,2022-02-11 20:40:57,overcast clouds
485,Paita,-5.0892,-81.1144,88.36,68,30,15.39,PE,2022-02-11 20:40:58,scattered clouds
486,Imbituba,-28.24,-48.6703,80.82,72,0,11.92,BR,2022-02-11 20:40:58,clear sky
487,Basoko,1.2391,23.616,80.6,53,95,3.15,CD,2022-02-11 20:40:58,overcast clouds
488,Dobson,36.3957,-80.7226,66.61,28,0,13.8,US,2022-02-11 20:38:40,clear sky
489,Belaya Gora,68.5333,146.4167,-23.58,94,98,5.06,RU,2022-02-11 20:40:59,overcast clouds
490,Madang,-5.2246,145.7966,74.62,91,100,4.18,PG,2022-02-11 20:40:59,overcast clouds
491,Camrose,53.0168,-112.8353,28.38,45,100,10.0,CA,2022-02-11 20:40:59,overcast clouds
492,Warrington,53.3925,-2.5802,42.75,78,20,16.11,GB,2022-02-11 20:41:00,few clouds
493,Sangar,63.9242,127.4739,-38.34,100,91,2.24,RU,2022-02-11 20:41:00,overcast clouds
494,Sao Sebastiao,-23.76,-45.4097,75.78,87,64,4.16,BR,2022-02-11 20:41:00,broken clouds
495,Wilmington,34.2257,-77.9447,66.97,44,100,9.06,US,2022-02-11 20:41:01,overcast clouds
496,Vygonichi,53.0985,34.0673,30.31,74,98,6.71,RU,2022-02-11 20:41:01,overcast clouds
497,Cururupu,-1.8283,-44.8683,78.84,81,98,4.38,BR,2022-02-11 20:41:01,overcast clouds
498,Shenjiamen,29.9576,122.298,46.72,91,100,15.41,CN,2022-02-11 20:41:02,overcast clouds
499,Bairiki,1.3292,172.9752,82.4,74,20,11.5,KI,2022-02-11 20:41:02,few clouds
500,Weligama,5.9667,80.4167,75.02,90,92,5.79,LK,2022-02-11 20:41:02,overcast clouds
501,Ostrovnoy,68.0531,39.5131,20.23,94,100,9.55,RU,2022-02-11 20:41:03,overcast clouds
502,Deshnok,27.7986,73.3447,63.23,26,0,5.55,IN,2022-02-11 20:41:03,clear sky
503,Linqu,36.5156,118.5397,36.09,58,4,3.85,CN,2022-02-11 20:41:03,clear sky
504,Shemursha,54.8866,47.5189,21.27,97,100,4.94,RU,2022-02-11 20:41:04,overcast clouds
505,Isla Vista,34.4133,-119.861,89.67,29,0,5.75,US,2022-02-11 20:41:04,clear sky
506,Haines Junction,60.7522,-137.5108,24.75,68,100,3.44,CA,2022-02-11 20:42:05,overcast clouds
507,Gat,31.61,34.7642,51.4,100,8,5.3,IL,2022-02-11 20:38:02,clear sky
508,Denpasar,-8.65,115.2167,78.46,100,40,2.3,ID,2022-02-11 20:41:45,scattered clouds
509,Kumluca,36.3703,30.2869,49.68,60,0,4.36,TR,2022-02-11 20:42:05,clear sky
510,Svetlogorsk,52.6333,29.7333,31.14,97,100,4.23,BY,2022-02-11 20:42:05,light snow
511,Kibakwe,-6.7167,36.3667,64.65,93,100,1.83,TZ,2022-02-11 20:42:06,light rain
512,Tautira,-17.7333,-149.15,84.22,72,70,16.37,PF,2022-02-11 20:42:06,broken clouds
513,Ilhabela,-23.7781,-45.3581,75.96,85,45,5.55,BR,2022-02-11 20:42:06,scattered clouds
514,Aromashevo,56.8602,68.6375,-2.83,86,88,15.5,RU,2022-02-11 20:42:07,overcast clouds
515,Gandu,-13.7439,-39.4867,75.27,95,6,1.99,BR,2022-02-11 20:42:07,clear sky
516,Sokoni,-6.4333,39.55,80.89,75,100,11.14,TZ,2022-02-11 20:42:07,overcast clouds
517,Smithers,54.7804,-127.1743,26.92,74,75,6.91,CA,2022-02-11 20:42:08,broken clouds
518,Shetpe,44.1667,52.1167,35.13,69,100,10.22,KZ,2022-02-11 20:42:08,overcast clouds
519,Harrisonburg,38.4496,-78.8689,66.79,25,40,13.8,US,2022-02-11 20:38:16,scattered clouds
520,Fairbanks,64.8378,-147.7164,7.83,76,100,9.22,US,2022-02-11 20:40:02,overcast clouds
521,Labuan,5.2767,115.2417,77.36,94,20,2.3,MY,2022-02-11 20:42:08,few clouds
522,Los Llanos De Aridane,28.6585,-17.9182,66.13,35,0,8.99,ES,2022-02-11 20:42:09,clear sky
523,Turayf,31.6725,38.6637,41.25,81,0,9.22,SA,2022-02-11 20:42:09,clear sky
524,Einbeck,51.8167,9.8667,36.57,92,14,2.98,DE,2022-02-11 20:42:09,few clouds
525,Shimoda,34.6667,138.95,36.1,79,95,9.62,JP,2022-02-11 20:42:10,overcast clouds
526,Vostok,46.4856,135.8833,14.22,97,100,2.86,RU,2022-02-11 20:42:10,light snow
