City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Flinders,-34.5833,150.8552,70.21,87,100,5.99,AU,2022-02-11 18:33:58
295,Sobolevo,54.4299,31.8996,22.12,96,100,6.58,RU,2022-02-11 18:33:59
296,Bontang,0.1333,117.5,74.26,92,100,5.41,ID,2022-02-11 18:33:59
297,Verkhoyansk,67.5447,133.385,-24.07,95,100,2.15,RU,2022-02-11 18:33:59
298,Souillac,-20.5167,57.5167,79.18,83,20,1.14,MU,2022-02-11 18:34:00
299,Adrar,20.5022,-10.0711,67.8,15,6,12.77,MR,2022-02-11 18:34:00
300,Barguzin,53.6167,109.6167,-18.72,93,80,2.21,RU,2022-02-11 18:34:01
301,Labuhan,-6.8844,112.2051,74.97,91,100,3.13,ID,2022-02-11 18:34:01
302,Westport,41.1415,-73.3579,58.05,45,2,1.99,US,2022-02-11 18:34:01
303,Markivka,49.5229,39.5705,34.79,96,100,12.08,UA,2022-02-11 18:34:02
304,Calbuco,-41.768,-73.1273,57.94,60,0,19.01,CL,2022-02-11 18:34:02
305,Saint-Pierre,-21.3393,55.4781,76.68,83,0,3.44,RE,2022-02-11 18:34:02
306,Mizdah,31.4451,12.9801,54.23,46,100,7.14,LY,2022-02-11 18:34:03
307,Changli,39.7042,119.1506,26.94,55,22,10.04,CN,2022-02-11 18:34:03
308,Jasper,37.2001,-94.3502,57.27,49,40,14.97,US,2022-02-11 18:30:43
309,Kamenka,51.3223,42.7678,34.75,99,100,18.03,RU,2022-02-11 18:34:04
310,Alyangula,-13.8483,136.4192,76.87,100,36,4.61,AU,2022-02-11 18:34:04
311,Pocone,-16.2567,-56.6228,84.22,72,100,5.5,BR,2022-02-11 18:35:04
312,Bengkulu,-3.8004,102.2655,74.52,88,100,5.21,ID,2022-02-11 18:35:05
313,Dharchula,29.85,80.5333,41.76,30,0,10.4,IN,2022-02-11 18:35:05
314,Asahikawa,43.7678,142.3703,7.41,98,100,2.04,JP,2022-02-11 18:35:06
315,San Patricio,28.017,-97.5169,77.09,44,0,7.47,US,2022-02-11 18:30:12
316,Cherskiy,68.75,161.3,-37.35,100,86,6.02,RU,2022-02-11 18:35:06
317,Kamyshlov,56.8428,62.7111,9.39,95,100,12.46,RU,2022-02-11 18:35:06
318,Lagoa,39.05,-27.9833,59.79,79,100,13.6,PT,2022-02-11 18:35:07
319,Amazar,53.858,120.875,-15.03,96,100,3.76,RU,2022-02-11 18:35:07
320,Sisimiut,66.9395,-53.6735,23.94,92,100,12.19,GL,2022-02-11 18:31:10
321,Theunissen,-28.411,26.7011,72.81,47,45,4.23,ZA,2022-02-11 18:35:07
322,Stephenville,32.2207,-98.2023,72.18,34,0,12.66,US,2022-02-11 18:35:08
323,Providencia,28.7167,-111.5833,76.48,26,0,4.97,MX,2022-02-11 18:35:08
324,Conakry,9.538,-13.6773,86.07,62,30,9.22,GN,2022-02-11 18:35:08
325,Hambantota,6.1241,81.1185,77.05,88,90,13.02,LK,2022-02-11 18:35:09
326,Yurkivka,49.0126,31.1013,38.95,92,100,4.9,UA,2022-02-11 18:35:09
327,Ancud,-41.8697,-73.8203,67.23,53,0,5.75,CL,2022-02-11 18:32:03
328,Zeya,53.75,127.2667,-5.55,94,98,4.65,RU,2022-02-11 18:35:10
329,Fukuma,33.7667,130.4667,41.09,61,100,6.22,JP,2022-02-11 18:35:10
330,Karratha,-20.7377,116.8463,84.83,71,9,4.07,AU,2022-02-11 18:35:10
331,Qasigiannguit,68.8193,-51.1922,21.45,79,100,6.67,GL,2022-02-11 18:35:11
332,Marrakesh,31.6315,-8.0083,64.47,42,91,8.05,MA,2022-02-11 18:32:30
333,Road Town,18.4167,-64.6167,82.49,73,0,20.8,VG,2022-02-11 18:30:16
334,Namibe,-15.1961,12.1522,76.05,83,84,4.27,AO,2022-02-11 18:35:11
335,Sumeg,46.977,17.2821,45.66,57,100,19.86,HU,2022-02-11 18:35:12
336,Ballitoville,-29.539,31.2144,79.16,83,75,2.3,ZA,2022-02-11 18:35:12
337,Homer,59.6425,-151.5483,35.49,69,100,5.75,US,2022-02-11 18:35:12
338,Nelson Bay,-32.7167,152.15,73.0,69,96,4.0,AU,2022-02-11 18:35:13
339,Lorengau,-2.0226,147.2712,81.64,78,100,10.89,PG,2022-02-11 18:33:32
340,Newton,42.337,-71.2092,54.7,38,0,13.8,US,2022-02-11 18:34:13
341,Rypefjord,70.6333,23.6667,28.87,69,40,4.61,NO,2022-02-11 18:35:13
342,Klaksvik,62.2266,-6.589,40.12,74,100,12.21,FO,2022-02-11 18:34:05
343,Chakan,18.75,73.85,67.32,33,6,3.69,IN,2022-02-11 18:35:14
344,East London,-33.0153,27.9116,72.54,88,20,3.44,ZA,2022-02-11 18:35:14
345,Matagami,49.7502,-77.6328,10.51,79,100,6.91,CA,2022-02-11 18:35:15
346,Slavsk,55.0425,21.677,33.3,96,100,8.63,RU,2022-02-11 18:35:15
347,Bulawayo,-20.15,28.5833,66.85,64,0,5.59,ZW,2022-02-11 18:35:15
348,Dunedin,-45.8742,170.5036,54.99,95,100,3.38,NZ,2022-02-11 18:30:38
349,Miraflores,19.2167,-98.8083,67.03,20,0,9.91,MX,2022-02-11 18:35:16
350,Acari,-15.4311,-74.6158,81.66,55,17,12.19,PE,2022-02-11 18:35:16
351,Mahebourg,-20.4081,57.7,79.09,83,20,1.14,MU,2022-02-11 18:35:16
352,Charlestown,-32.95,151.6667,72.73,75,97,8.99,AU,2022-02-11 18:35:17
353,Frolovo,49.7713,43.6622,36.39,100,100,18.39,RU,2022-02-11 18:35:17
354,Grindavik,63.8424,-22.4338,30.67,64,75,17.27,IS,2022-02-11 18:35:17
355,Uzunovo,54.5386,38.6173,20.82,93,10,8.52,RU,2022-02-11 18:35:18
356,Jalu,29.0331,21.5482,55.58,48,0,6.8,LY,2022-02-11 18:35:18
357,Nikki,9.9401,3.2108,83.79,10,0,4.7,BJ,2022-02-11 18:35:18
358,Soyo,-6.1349,12.3689,82.45,82,85,9.86,AO,2022-02-11 18:35:19
359,Doka,13.5167,35.7667,83.12,37,0,17.36,SD,2022-02-11 18:36:19
360,Haapiti,-17.5667,-149.8667,83.93,70,14,15.48,PF,2022-02-11 18:36:19
361,Lake Havasu City,34.4839,-114.3224,76.1,22,0,11.5,US,2022-02-11 18:36:20
362,Balad,34.0164,44.1453,56.3,62,49,7.81,IQ,2022-02-11 18:36:20
363,Chifeng,42.2683,118.9636,17.78,39,100,7.94,CN,2022-02-11 18:36:20
364,Norman Wells,65.282,-126.8329,-18.36,69,20,3.44,CA,2022-02-11 18:36:21
365,Isiro,2.7739,27.616,78.48,33,100,0.45,CD,2022-02-11 18:36:21
366,Kishi,9.0833,3.85,84.49,9,73,3.91,NG,2022-02-11 18:36:21
367,Sorland,67.667,12.6934,31.86,54,100,17.54,NO,2022-02-11 18:36:22
368,Tobol,52.6844,62.5794,25.75,98,100,3.8,KZ,2022-02-11 18:36:22
369,Nanortalik,60.1432,-45.2371,30.07,80,100,5.7,GL,2022-02-11 18:36:22
370,Vysokogornyy,50.1167,139.15,5.4,98,100,2.01,RU,2022-02-11 18:36:23
371,Yantal,56.8471,105.2542,-23.13,100,41,1.5,RU,2022-02-11 18:36:23
372,Kutum,14.2,24.6667,59.67,15,0,9.64,SD,2022-02-11 18:36:23
373,Cam Ranh,11.9214,109.1591,76.96,78,40,4.61,VN,2022-02-11 18:36:24
374,Bonthe,7.5264,-12.505,80.22,80,8,11.18,SL,2022-02-11 18:36:24
375,Amberley,39.2048,-84.428,56.05,47,100,13.8,US,2022-02-11 18:36:24
376,Qui Nhon,13.7667,109.2333,72.82,87,100,6.08,VN,2022-02-11 18:36:25
377,Sabzevar,36.2126,57.6819,47.98,58,99,9.15,IR,2022-02-11 18:36:25
378,Fuyang,32.9,115.8167,39.25,90,95,2.68,CN,2022-02-11 18:36:25
379,Saint-Augustin,51.226,-58.6502,33.57,88,14,16.53,CA,2022-02-11 18:36:26
380,Aswan,24.0934,32.907,58.73,30,0,10.09,EG,2022-02-11 18:36:26
381,Urucara,-2.5364,-57.76,81.64,86,100,1.88,BR,2022-02-11 18:36:26
382,Weifang,36.71,119.1019,37.18,59,7,5.77,CN,2022-02-11 18:36:26
383,Suoyarvi,62.0833,32.35,19.22,95,100,7.47,RU,2022-02-11 18:36:27
384,Svetlogorsk,52.6333,29.7333,30.42,91,100,4.43,BY,2022-02-11 18:36:27
385,Pauini,-7.7136,-66.9764,81.43,90,70,4.43,BR,2022-02-11 18:36:27
386,Red Bluff,40.1785,-122.2358,77.68,45,0,3.44,US,2022-02-11 18:36:28
387,Hovd,48.0056,91.6419,-14.1,87,89,4.34,MN,2022-02-11 18:36:28
388,Sosnogorsk,63.6023,53.8817,15.78,93,100,10.33,RU,2022-02-11 18:36:28
389,Kazaki,52.6248,38.2649,29.98,90,100,12.33,RU,2022-02-11 18:36:29
390,Cabo San Lucas,22.8909,-109.9124,77.5,53,0,9.22,MX,2022-02-11 18:33:30
391,Mahajanga,-15.7167,46.3167,80.62,83,20,6.91,MG,2022-02-11 18:36:29
392,Vaitape,-16.5167,-151.75,81.55,72,93,14.7,PF,2022-02-11 18:36:29
393,Olinda,-8.0089,-34.8553,85.73,66,40,12.66,BR,2022-02-11 18:36:30
394,Havelock,34.8791,-76.9013,70.05,49,40,10.36,US,2022-02-11 18:36:30
395,Thinadhoo,0.5333,72.9333,81.72,72,100,6.35,MV,2022-02-11 18:36:30
396,Prachuap Khiri Khan,12.2167,99.75,71.04,92,100,2.01,TH,2022-02-11 18:36:31
397,Sisophon,13.5859,102.9737,80.74,65,100,5.57,KH,2022-02-11 18:36:31
398,Ust-Tsilma,65.441,52.1498,17.31,93,100,10.07,RU,2022-02-11 18:36:31
399,Mount Isa,-20.7333,139.5,83.97,34,40,9.22,AU,2022-02-11 18:36:32
400,Gorin,51.1983,136.6669,6.84,97,100,2.84,RU,2022-02-11 18:36:32
401,Athabasca,54.7169,-113.2854,13.69,69,100,8.75,CA,2022-02-11 18:36:32
402,Humberto De Campos,-2.5983,-43.4611,84.15,67,100,8.39,BR,2022-02-11 18:36:33
403,Waingapu,-9.6567,120.2641,78.31,83,100,2.53,ID,2022-02-11 18:34:49
404,Port Hardy,50.6996,-127.4199,42.98,87,100,9.22,CA,2022-02-11 18:36:33
405,Virginia Beach,36.8529,-75.978,68.05,34,8,11.83,US,2022-02-11 18:34:25
406,Haines Junction,60.7522,-137.5108,15.75,67,100,1.14,CA,2022-02-11 18:36:33
407,Bulgan,48.8125,103.5347,-14.37,98,49,2.82,MN,2022-02-11 18:37:34
408,Amboasary,-25.0333,46.3833,78.64,88,5,11.81,MG,2022-02-11 18:37:34
409,Zhangjiakou,40.81,114.8794,25.68,58,94,4.38,CN,2022-02-11 18:37:34
410,Jacareacanga,-6.2222,-57.7528,78.33,81,100,1.32,BR,2022-02-11 18:37:35
411,Cap-Aux-Meules,47.3821,-61.8597,33.85,86,75,18.41,CA,2022-02-11 18:35:01
412,Teahupoo,-17.8333,-149.2667,78.76,75,85,17.2,PF,2022-02-11 18:37:35
413,Port Hedland,-20.3167,118.5667,84.25,84,40,4.61,AU,2022-02-11 18:37:35
414,Bashmakovo,53.2133,43.0342,28.15,98,100,5.48,RU,2022-02-11 18:37:36
415,Imbituba,-28.24,-48.6703,84.81,65,0,14.38,BR,2022-02-11 18:37:36
416,Chuy,-33.6971,-53.4616,81.9,61,88,14.83,UY,2022-02-11 18:37:36
417,Kannangad,12.3081,75.1063,73.83,65,2,5.23,IN,2022-02-11 18:37:37
418,Maumere,-8.6199,122.2111,77.88,89,100,7.09,ID,2022-02-11 18:37:37
419,San Policarpo,12.1791,125.5072,78.48,89,100,15.84,PH,2022-02-11 18:37:37
420,Shizuishan,39.2333,106.7694,25.32,57,100,11.48,CN,2022-02-11 18:37:38
421,Arinos,-15.9169,-46.1056,80.94,69,91,2.95,BR,2022-02-11 18:37:38
422,Agustin Codazzi,10.0341,-73.2361,93.18,31,23,3.96,CO,2022-02-11 18:37:38
423,Santa Cruz,-17.8,-63.1667,90.86,55,75,14.97,BO,2022-02-11 18:37:20
424,Manapparai,10.6,78.4167,72.46,90,99,6.85,IN,2022-02-11 18:37:39
425,Vestmannaeyjar,63.4427,-20.2734,36.59,75,75,25.32,IS,2022-02-11 18:37:39
426,Koflach,47.0667,15.0833,43.02,79,100,4.09,AT,2022-02-11 18:37:39
427,Nosy Varika,-20.5833,48.5333,75.9,84,44,4.29,MG,2022-02-11 18:37:40
428,Merauke,-8.4667,140.3333,75.83,87,14,2.93,ID,2022-02-11 18:37:40
429,Gashua,12.871,11.0482,70.12,17,5,11.65,NG,2022-02-11 18:37:40
430,Santa Maria,-29.6842,-53.8069,76.3,69,75,8.05,BR,2022-02-11 18:37:41
431,Xuddur,4.1213,43.8894,76.44,25,10,10.13,SO,2022-02-11 18:37:41
432,Kankon,15.0167,74.0167,78.6,59,2,5.32,IN,2022-02-11 18:37:41
433,Severodvinsk,64.5635,39.8302,26.71,95,97,7.56,RU,2022-02-11 18:37:42
434,Yumen,40.2833,97.2,23.83,45,100,6.31,CN,2022-02-11 18:37:42
435,Ginir,7.1333,40.7,62.49,32,82,4.59,ET,2022-02-11 18:37:42
436,San Cristobal,7.7669,-72.225,66.38,57,84,3.24,VE,2022-02-11 18:37:43
437,Bathsheba,13.2167,-59.5167,84.81,51,20,27.63,BB,2022-02-11 18:33:38
438,Mogadishu,2.0371,45.3438,76.96,77,2,21.14,SO,2022-02-11 18:37:43
439,Yendi,9.4427,-0.0099,90.05,9,88,4.63,GH,2022-02-11 18:37:43
440,Springbok,-29.6643,17.8865,82.06,21,7,7.16,ZA,2022-02-11 18:37:44
441,Bensonville,6.4461,-10.6125,89.15,75,24,7.74,LR,2022-02-11 18:37:44
442,Faanui,-16.4833,-151.75,81.54,72,87,14.76,PF,2022-02-11 18:37:44
443,Zvishavane,-20.3267,30.0665,72.7,57,88,2.46,ZW,2022-02-11 18:37:45
444,West Fargo,46.875,-96.9004,-0.98,77,100,35.68,US,2022-02-11 18:36:09
445,Shingu,33.7333,135.9833,36.91,63,10,6.17,JP,2022-02-11 18:37:45
446,Pontes E Lacerda,-15.2261,-59.3353,84.06,75,74,5.06,BR,2022-02-11 18:37:23
447,Kumluca,36.3703,30.2869,49.68,60,0,3.83,TR,2022-02-11 18:37:46
448,Inirida,3.8653,-67.9239,91.53,48,76,1.5,CO,2022-02-11 18:35:36
449,Elblag,54.1522,19.4088,36.19,97,99,12.48,PL,2022-02-11 18:34:44
450,Yei,4.095,30.6779,82.13,27,59,4.25,SS,2022-02-11 18:37:46
451,Libenge,3.65,18.6333,80.33,19,100,2.04,CD,2022-02-11 18:37:46
452,Marabba,12.35,32.1833,77.38,14,0,16.82,SD,2022-02-11 18:37:47
453,Slobozia Moara,44.6,25.7167,51.33,58,1,3.69,RO,2022-02-11 18:37:47
454,Geraldton,-28.7667,114.6,73.13,88,19,6.91,AU,2022-02-11 18:37:47
455,Grand Gaube,-20.0064,57.6608,79.2,77,98,1.99,MU,2022-02-11 18:37:48
456,Flin Flon,54.7682,-101.865,-18.56,57,20,2.3,CA,2022-02-11 18:38:48
457,Saint Andrews,34.0454,-81.1293,70.3,25,75,10.36,US,2022-02-11 18:38:48
458,Inhambane,-23.865,35.3833,78.78,78,20,4.61,MZ,2022-02-11 18:38:49
459,Xai-Xai,-25.0519,33.6442,75.34,78,5,9.75,MZ,2022-02-11 18:38:49
460,Kashi,39.4547,75.9797,34.81,34,100,6.71,CN,2022-02-11 18:38:49
461,Gushikawa,26.3544,127.8686,65.43,77,100,10.36,JP,2022-02-11 18:38:50
462,Floresta,-8.6011,-38.5686,94.57,29,38,8.21,BR,2022-02-11 18:38:50
463,Padang,-0.9492,100.3543,77.14,79,100,3.42,ID,2022-02-11 18:38:50
464,Siguiri,11.6667,-9.5,83.05,10,8,4.47,GN,2022-02-11 18:38:50
465,Itoman,26.1247,127.6694,66.22,77,56,9.22,JP,2022-02-11 18:38:51
466,Egvekinot,66.3167,-179.1667,-21.82,87,3,8.05,RU,2022-02-11 18:38:51
467,Altamira,-3.2033,-52.2064,91.49,62,75,8.05,BR,2022-02-11 18:38:51
468,Mehamn,71.0357,27.8492,30.38,69,75,23.02,NO,2022-02-11 18:38:52
469,Spirovo,57.419,34.9766,25.41,94,89,6.8,RU,2022-02-11 18:38:52
470,Weiden,49.6775,12.1567,37.53,83,100,9.22,DE,2022-02-11 18:38:52
471,Ankpa,7.3706,7.6253,80.35,10,71,2.3,NG,2022-02-11 18:38:53
472,Almunecar,36.7339,-3.6907,65.32,81,22,3.38,ES,2022-02-11 18:38:53
473,Ha Tinh,18.3333,105.9,68.0,95,100,2.44,VN,2022-02-11 18:38:53
474,Ulladulla,-35.35,150.4667,64.09,88,91,11.27,AU,2022-02-11 18:38:54
475,Ust-Omchug,61.15,149.6333,-32.21,96,90,1.36,RU,2022-02-11 18:38:54
476,Tual,-5.6667,132.75,80.62,75,71,2.19,ID,2022-02-11 18:38:54
477,Aksu,41.1231,80.2644,27.01,45,13,3.71,CN,2022-02-11 18:38:55
478,Comodoro Rivadavia,-45.8667,-67.5,69.66,26,0,17.27,AR,2022-02-11 18:38:55
479,Arnedo,42.2167,-2.1,51.15,78,84,4.07,ES,2022-02-11 18:38:55
480,Mwinilunga,-11.7358,24.4293,60.51,95,97,2.33,ZM,2022-02-11 18:38:56
481,Kholmogory,64.2229,41.656,26.71,97,99,5.46,RU,2022-02-11 18:38:56
482,Pozoblanco,38.3791,-4.8483,54.18,58,8,4.45,ES,2022-02-11 18:38:56
483,Nyuksenitsa,60.4128,44.2397,19.67,98,92,4.56,RU,2022-02-11 18:38:57
484,Alice Springs,-23.7,133.8833,63.95,77,0,0.0,AU,2022-02-11 18:38:57
485,Shelburne,44.0787,-80.2041,35.49,92,100,19.1,CA,2022-02-11 18:38:57
486,Bosaso,11.2842,49.1816,74.84,66,18,8.1,SO,2022-02-11 18:38:58
487,Sur,22.5667,59.5289,68.63,57,0,7.96,OM,2022-02-11 18:38:58
488,Tucumcari,35.1717,-103.725,57.04,26,0,21.85,US,2022-02-11 18:38:58
489,San Carlos De Bariloche,-41.1456,-71.3082,72.25,45,0,4.61,AR,2022-02-11 18:38:58
490,Ferrol,43.4832,-8.2369,55.65,79,100,10.04,ES,2022-02-11 18:38:59
491,Lunca Ilvei,47.3667,24.9833,35.87,99,100,3.33,RO,2022-02-11 18:38:59
492,Zyryanka,65.75,150.85,-37.39,99,49,6.33,RU,2022-02-11 18:39:00
493,Marshall,34.3834,-86.3333,69.71,41,0,18.41,US,2022-02-11 18:39:00
494,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.92,65,96,15.48,BR,2022-02-11 18:39:00
495,Mantua,45.1667,10.7833,51.71,84,36,4.0,IT,2022-02-11 18:39:01
496,Sept-Iles,50.2001,-66.3821,19.06,62,20,12.66,CA,2022-02-11 18:35:51
497,Texarkana,33.4251,-94.0477,71.4,30,0,20.71,US,2022-02-11 18:39:01
498,Gardelegen,52.5252,11.3952,39.09,92,12,7.54,DE,2022-02-11 18:39:01
499,Seoul,37.5683,126.9778,33.24,84,75,3.44,KR,2022-02-11 18:38:04
500,Coquimbo,-29.9533,-71.3436,68.92,71,24,8.14,CL,2022-02-11 18:39:02
501,Leningradskiy,69.3833,178.4167,-18.56,97,99,4.88,RU,2022-02-11 18:39:02
502,Tigil,57.8,158.6667,-20.22,100,81,1.05,RU,2022-02-11 18:40:02
503,Turukhansk,65.8167,87.9833,-20.09,89,16,5.17,RU,2022-02-11 18:40:03
504,Wahiawa,21.5028,-158.0236,74.79,77,0,0.0,US,2022-02-11 18:40:03
505,Baruun-Urt,46.6806,113.2792,-5.22,99,100,6.6,MN,2022-02-11 18:40:03
506,Bahia Blanca,-38.7196,-62.2724,68.2,35,100,15.88,AR,2022-02-11 18:40:04
507,Iskateley,67.6803,53.1512,17.19,92,100,17.76,RU,2022-02-11 18:40:04
508,Ahuimanu,21.4447,-157.8378,77.77,82,20,4.61,US,2022-02-11 18:40:04
509,Payo,-3.7508,103.6372,70.25,91,100,2.66,ID,2022-02-11 18:40:05
510,Peniche,39.3558,-9.3811,63.88,87,100,6.46,PT,2022-02-11 18:40:05
511,Zhigansk,66.7697,123.3711,-29.02,100,93,5.93,RU,2022-02-11 18:40:05
512,Astana,51.1801,71.446,1.35,78,0,11.18,KZ,2022-02-11 18:37:16
513,Neyshabur,36.2133,58.7958,45.41,54,99,4.76,IR,2022-02-11 18:40:06
514,Williams Lake,52.1415,-122.1445,31.57,65,20,2.3,CA,2022-02-11 18:40:06
515,Pinega,64.7001,43.3936,21.43,97,100,4.97,RU,2022-02-11 18:40:06
516,Salalah,17.0151,54.0924,75.29,64,20,2.3,OM,2022-02-11 18:40:07
517,Krasnoselkup,65.7,82.4667,-17.82,97,11,6.96,RU,2022-02-11 18:38:06
518,Portland,45.5234,-122.6762,57.33,77,40,7.0,US,2022-02-11 18:40:07
519,Byron Bay,-28.65,153.6167,71.87,80,93,14.61,AU,2022-02-11 18:40:08
520,Uige,-7.6087,15.0613,72.1,76,84,2.95,AO,2022-02-11 18:40:08
521,Along,28.1667,94.7667,50.04,97,100,2.68,IN,2022-02-11 18:40:08
522,Salto,-31.3833,-57.9667,97.88,25,100,4.0,UY,2022-02-11 18:40:03
523,Kabalo,-6.05,26.9167,70.92,97,99,4.54,CD,2022-02-11 18:40:09
524,Khawhai,23.3667,93.1167,39.69,83,0,1.77,IN,2022-02-11 18:40:09
525,Teofilo Otoni,-17.8575,-41.5053,82.27,71,28,4.68,BR,2022-02-11 18:40:09
526,Cajamarca,-7.1638,-78.5003,57.27,88,100,4.61,PE,2022-02-11 18:40:10
527,Madingou,-4.1536,13.55,78.39,76,2,0.22,CG,2022-02-11 18:40:10
528,Yoichi,43.2039,140.7703,15.78,80,100,2.64,JP,2022-02-11 18:40:10
529,Svetlyy,54.675,20.1347,35.65,98,100,14.76,RU,2022-02-11 18:40:11
530,Port Blair,11.6667,92.75,77.04,83,40,0.0,IN,2022-02-11 18:40:11
531,Mindelo,16.8901,-24.9804,81.95,39,94,19.57,CV,2022-02-11 18:40:11
532,Salvador,13.8333,-88.9167,85.05,31,31,0.72,SV,2022-02-11 18:40:11
533,Songjianghe,42.1859,127.479,4.87,99,93,2.8,CN,2022-02-11 18:40:12
534,Ishigaki,24.3448,124.1572,70.32,78,100,20.18,JP,2022-02-11 18:40:12
535,Nemuro,43.3236,145.575,23.0,75,82,8.21,JP,2022-02-11 18:40:13
536,Jacmel,18.2342,-72.5347,89.44,57,4,9.42,HT,2022-02-11 18:36:34
537,Deputatskiy,69.3,139.9,-17.36,96,94,5.59,RU,2022-02-11 18:40:13
538,Pyinmana,19.7333,96.2167,63.03,29,0,3.38,MM,2022-02-11 18:40:13
539,Mandera,3.9366,41.867,82.9,21,23,10.11,KE,2022-02-11 18:40:14
540,Bachaquero,9.9694,-71.1494,87.24,56,86,11.25,VE,2022-02-11 18:40:14
541,Axim,4.8699,-2.2405,80.46,81,6,9.33,GH,2022-02-11 18:40:14
542,Bahar,34.9072,48.4414,35.76,93,75,4.61,IR,2022-02-11 18:40:15
543,Lagunas,-5.2269,-75.6753,93.87,39,100,5.41,PE,2022-02-11 18:40:15
544,Taltal,-25.4,-70.4833,71.08,66,17,6.38,CL,2022-02-11 18:40:15
545,Chara,56.9064,118.2631,-27.02,86,91,1.25,RU,2022-02-11 18:40:16
546,Bukama,-9.2,25.85,69.42,96,95,3.89,CD,2022-02-11 18:40:16
547,Goshen,41.5823,-85.8344,38.73,91,100,14.83,US,2022-02-11 18:40:16
548,Najran,17.4924,44.1277,72.25,18,0,3.53,SA,2022-02-11 18:35:25
549,Cotonou,6.3654,2.4183,85.98,79,20,11.5,BJ,2022-02-11 18:40:17
550,Bandarbeyla,9.4942,50.8122,75.04,64,34,17.98,SO,2022-02-11 18:40:17
551,Muyezerskiy,63.9333,31.65,16.48,90,66,10.22,RU,2022-02-11 18:41:17
552,Marquette,46.5333,-87.6335,26.04,80,96,19.44,US,2022-02-11 18:41:18
553,Cairns,-16.9167,145.7667,73.35,93,9,2.3,AU,2022-02-11 18:41:18
554,Salisbury,51.0693,-1.7957,42.3,80,100,6.91,GB,2022-02-11 18:41:18
555,Santa Rosa,14.3122,121.1114,78.78,76,32,9.89,PH,2022-02-11 18:40:02
556,Shimoda,34.6667,138.95,37.11,79,99,9.57,JP,2022-02-11 18:41:19
557,Novita,4.9551,-76.6053,81.75,85,98,3.91,CO,2022-02-11 18:41:19
558,Ilulissat,69.2167,-51.1,21.22,79,75,2.3,GL,2022-02-11 18:41:20
559,Asau,46.4333,26.4,40.12,89,19,5.75,RO,2022-02-11 18:41:20
560,Broken Hill,-31.95,141.4333,64.11,42,0,12.66,AU,2022-02-11 18:41:20
561,Port Macquarie,-31.4333,152.9167,66.16,100,100,9.22,AU,2022-02-11 18:41:21
562,Novikovo,51.1537,37.8879,33.49,91,100,11.18,RU,2022-02-11 18:41:21
563,Benghazi,32.1167,20.0667,57.24,67,16,10.47,LY,2022-02-11 18:41:21
564,Chapleau,47.8405,-83.4034,24.89,86,100,4.61,CA,2022-02-11 18:41:21
565,Morondava,-20.2833,44.2833,81.18,84,99,8.32,MG,2022-02-11 18:41:22
566,Barra Patuca,15.8,-84.2833,81.68,68,23,8.03,HN,2022-02-11 18:41:22
567,Key West,24.5557,-81.7826,77.0,69,75,10.36,US,2022-02-11 18:41:22
568,Zaoyang,32.1272,112.7542,39.56,85,100,4.79,CN,2022-02-11 18:41:23
569,Lebork,54.5392,17.7501,36.0,73,53,13.33,PL,2022-02-11 18:37:41
570,Ayan,56.45,138.1667,8.1,85,100,5.14,RU,2022-02-11 18:41:23
571,Guiratinga,-16.3494,-53.7583,77.79,77,60,7.36,BR,2022-02-11 18:41:23
